reason,apprehen,geo,TIME_PERIOD,Migrants
Illegal entry,Total,Hungary,2022,159710
Illegal entry,Total,Hungary,2023,102045
Illegal entry,Total,Ireland,2019,0
Illegal entry,Total,Ireland,2020,0
Illegal entry,Total,Ireland,2021,10
Illegal entry,Total,Ireland,2022,15
Illegal entry,Total,Ireland,2023,20
Illegal entry,Total,Iceland,2021,0
Illegal entry,Total,Italy,2021,92070
Illegal entry,Total,Italy,2022,135810
Illegal entry,Total,Italy,2023,190680
Illegal entry,Total,Liechtenstein,2021,50
Illegal entry,Total,Liechtenstein,2022,10
Illegal entry,Total,Liechtenstein,2023,10
Illegal entry,Total,Lithuania,2021,0
Illegal entry,Total,Lithuania,2022,0
Illegal entry,Total,Lithuania,2023,0
Illegal entry,Total,Luxembourg,2021,0
Illegal entry,Total,Luxembourg,2022,0
Illegal entry,Total,Luxembourg,2023,800
Illegal entry,Total,Latvia,2021,130
Illegal entry,Total,Latvia,2022,295
Illegal entry,Total,Latvia,2023,150
Illegal entry,Total,Montenegro,2021,75
Illegal entry,Total,Montenegro,2022,320
Illegal entry,Total,Montenegro,2023,15
Illegal entry,Total,Malta,2021,0
Illegal entry,Total,Malta,2022,235
Illegal entry,Total,Malta,2023,300
Illegal entry,Total,Netherlands,2021,100
Illegal entry,Total,Netherlands,2022,40
Illegal entry,Total,Netherlands,2023,55
Illegal entry,Total,Norway,2021,0
Illegal entry,Total,Norway,2022,860
Illegal entry,Total,Norway,2023,1915
Illegal entry,Total,Poland,2021,4395
Illegal entry,Total,Poland,2022,3620
Illegal entry,Total,Poland,2023,4910
Illegal entry,Total,Portugal,2021,0
Illegal entry,Total,Portugal,2022,0
Illegal entry,Total,Portugal,2023,0
Illegal entry,Total,Romania,2021,810
Illegal entry,Total,Romania,2022,2330
Illegal entry,Total,Romania,2023,1205
Illegal entry,Total,Sweden,2021,0
Illegal entry,Total,Sweden,2022,0
Illegal entry,Total,Sweden,2023,0
Illegal entry,Total,Slovenia,2021,8990
Illegal entry,Total,Slovenia,2022,30950
Illegal entry,Total,Slovenia,2023,59315
Illegal entry,Total,Slovakia,2021,1445
Illegal entry,Total,Slovakia,2022,11485
Illegal entry,Total,Slovakia,2023,47005
Overstay,Between border crossing points - at land,Austria,2021,0
Overstay,Between border crossing points - at land,Austria,2022,0
Overstay,Between border crossing points - at land,Belgium,2021,0
Overstay,Between border crossing points - at land,Belgium,2022,0
Overstay,Between border crossing points - at land,Belgium,2023,0
Overstay,Between border crossing points - at land,Bulgaria,2021,0
Overstay,Between border crossing points - at land,Bulgaria,2022,0
Overstay,Between border crossing points - at land,Bulgaria,2023,0
Overstay,Between border crossing points - at land,Switzerland,2020,0
Overstay,Between border crossing points - at land,Switzerland,2021,0
Overstay,Between border crossing points - at land,Switzerland,2022,0
Overstay,Between border crossing points - at land,Switzerland,2023,0
Overstay,Between border crossing points - at land,Cyprus,2021,0
Overstay,Between border crossing points - at land,Cyprus,2022,0
Overstay,Between border crossing points - at land,Cyprus,2023,25
Overstay,Between border crossing points - at land,Czechia,2021,0
Overstay,Between border crossing points - at land,Czechia,2022,0
Overstay,Between border crossing points - at land,Czechia,2023,0
Overstay,Between border crossing points - at land,Germany,2021,0
Overstay,Between border crossing points - at land,Germany,2022,0
Overstay,Between border crossing points - at land,Germany,2023,0
Overstay,Between border crossing points - at land,Denmark,2021,0
Overstay,Between border crossing points - at land,Denmark,2022,5
Overstay,Between border crossing points - at land,Denmark,2023,5
Overstay,Between border crossing points - at land,Estonia,2021,0
Overstay,Between border crossing points - at land,Estonia,2022,0
Overstay,Between border crossing points - at land,Estonia,2023,0
Overstay,Between border crossing points - at land,Greece,2021,0
Overstay,Between border crossing points - at land,Greece,2022,0
Overstay,Between border crossing points - at land,Greece,2023,0
Overstay,Between border crossing points - at land,Spain,2021,0
Overstay,Between border crossing points - at land,Spain,2022,0
Overstay,Between border crossing points - at land,Spain,2023,0
Overstay,Between border crossing points - at land,Finland,2021,0
Overstay,Between border crossing points - at land,Finland,2022,0
Overstay,Between border crossing points - at land,Finland,2023,0
Overstay,Between border crossing points - at land,France,2023,0
Overstay,Between border crossing points - at land,Croatia,2021,5
Overstay,Between border crossing points - at land,Croatia,2022,15
Overstay,Between border crossing points - at land,Croatia,2023,10
Overstay,Between border crossing points - at land,Hungary,2021,20
Overstay,Between border crossing points - at land,Hungary,2022,10
Overstay,Between border crossing points - at land,Hungary,2023,20
Overstay,Between border crossing points - at land,Ireland,2019,0
Overstay,Between border crossing points - at land,Ireland,2020,0
Overstay,Between border crossing points - at land,Ireland,2021,0
Overstay,Between border crossing points - at land,Ireland,2022,0
Overstay,Between border crossing points - at land,Ireland,2023,0
Overstay,Between border crossing points - at land,Iceland,2021,0
Overstay,Between border crossing points - at land,Italy,2021,0
Overstay,Between border crossing points - at land,Italy,2022,0
Overstay,Between border crossing points - at land,Italy,2023,0
Overstay,Between border crossing points - at land,Liechtenstein,2021,0
Overstay,Between border crossing points - at land,Liechtenstein,2022,0
Overstay,Between border crossing points - at land,Liechtenstein,2023,0
Overstay,Between border crossing points - at land,Lithuania,2021,0
Overstay,Between border crossing points - at land,Lithuania,2022,0
Overstay,Between border crossing points - at land,Lithuania,2023,0
Overstay,Between border crossing points - at land,Luxembourg,2021,0
Overstay,Between border crossing points - at land,Luxembourg,2022,0
Overstay,Between border crossing points - at land,Luxembourg,2023,0
Overstay,Between border crossing points - at land,Latvia,2021,0
Overstay,Between border crossing points - at land,Latvia,2022,0
Overstay,Between border crossing points - at land,Latvia,2023,6565
Overstay,Between border crossing points - at land,Montenegro,2021,0
Overstay,Between border crossing points - at land,Montenegro,2022,70
Overstay,Between border crossing points - at land,Montenegro,2023,0
Overstay,Between border crossing points - at land,Malta,2021,0
Overstay,Between border crossing points - at land,Malta,2022,0
Overstay,Between border crossing points - at land,Malta,2023,0
Overstay,Between border crossing points - at land,Netherlands,2021,0
Overstay,Between border crossing points - at land,Netherlands,2022,0
Overstay,Between border crossing points - at land,Netherlands,2023,0
Overstay,Between border crossing points - at land,Norway,2021,0
Overstay,Between border crossing points - at land,Norway,2022,0
Overstay,Between border crossing points - at land,Poland,2021,0
Overstay,Between border crossing points - at land,Poland,2022,0
Overstay,Between border crossing points - at land,Poland,2023,0
Overstay,Between border crossing points - at land,Portugal,2021,0
Overstay,Between border crossing points - at land,Portugal,2022,0
Overstay,Between border crossing points - at land,Portugal,2023,0
Overstay,Between border crossing points - at land,Romania,2021,0
Overstay,Between border crossing points - at land,Romania,2022,0
Overstay,Between border crossing points - at land,Romania,2023,5
Overstay,Between border crossing points - at land,Sweden,2021,0
Overstay,Between border crossing points - at land,Sweden,2022,0
Overstay,Between border crossing points - at land,Sweden,2023,0
Overstay,Between border crossing points - at land,Slovenia,2021,0
Overstay,Between border crossing points - at land,Slovenia,2022,0
Overstay,Between border crossing points - at land,Slovenia,2023,0
Overstay,Between border crossing points - at land,Slovakia,2021,0
Overstay,Between border crossing points - at land,Slovakia,2022,0
Overstay,Between border crossing points - at land,Slovakia,2023,0
Overstay,Between border crossing points - at sea,Austria,2021,0
Overstay,Between border crossing points - at sea,Austria,2022,0
Overstay,Between border crossing points - at sea,Belgium,2021,0
Overstay,Between border crossing points - at sea,Belgium,2022,0
Overstay,Between border crossing points - at sea,Belgium,2023,0
Overstay,Between border crossing points - at sea,Bulgaria,2021,0
Overstay,Between border crossing points - at sea,Bulgaria,2022,0
Overstay,Between border crossing points - at sea,Bulgaria,2023,0
Overstay,Between border crossing points - at sea,Switzerland,2020,0
Overstay,Between border crossing points - at sea,Switzerland,2021,0
Overstay,Between border crossing points - at sea,Switzerland,2022,0
Overstay,Between border crossing points - at sea,Switzerland,2023,0
Overstay,Between border crossing points - at sea,Cyprus,2021,0
Overstay,Between border crossing points - at sea,Cyprus,2022,0
Overstay,Between border crossing points - at sea,Cyprus,2023,0
Overstay,Between border crossing points - at sea,Czechia,2021,0
Overstay,Between border crossing points - at sea,Czechia,2022,0
Overstay,Between border crossing points - at sea,Czechia,2023,0
Overstay,Between border crossing points - at sea,Germany,2021,0
Overstay,Between border crossing points - at sea,Germany,2022,0
Overstay,Between border crossing points - at sea,Germany,2023,0
Overstay,Between border crossing points - at sea,Denmark,2021,0
Overstay,Between border crossing points - at sea,Denmark,2022,0
Overstay,Between border crossing points - at sea,Denmark,2023,0
Overstay,Between border crossing points - at sea,Estonia,2021,0
Overstay,Between border crossing points - at sea,Estonia,2022,0
Overstay,Between border crossing points - at sea,Estonia,2023,0
Overstay,Between border crossing points - at sea,Greece,2021,0
Overstay,Between border crossing points - at sea,Greece,2022,0
Overstay,Between border crossing points - at sea,Greece,2023,0
Overstay,Between border crossing points - at sea,Spain,2021,0
Overstay,Between border crossing points - at sea,Spain,2022,0
Overstay,Between border crossing points - at sea,Spain,2023,0
Overstay,Between border crossing points - at sea,Finland,2021,0
Overstay,Between border crossing points - at sea,Finland,2022,0
Overstay,Between border crossing points - at sea,Finland,2023,0
Overstay,Between border crossing points - at sea,France,2023,0
Overstay,Between border crossing points - at sea,Croatia,2021,0
Overstay,Between border crossing points - at sea,Croatia,2022,0
Overstay,Between border crossing points - at sea,Croatia,2023,0
Overstay,Between border crossing points - at sea,Hungary,2021,0
Overstay,Between border crossing points - at sea,Hungary,2022,0
Overstay,Between border crossing points - at sea,Hungary,2023,0
Overstay,Between border crossing points - at sea,Ireland,2019,0
Overstay,Between border crossing points - at sea,Ireland,2020,0
Overstay,Between border crossing points - at sea,Ireland,2021,0
Overstay,Between border crossing points - at sea,Ireland,2022,0
Overstay,Between border crossing points - at sea,Ireland,2023,0
Overstay,Between border crossing points - at sea,Iceland,2021,0
Overstay,Between border crossing points - at sea,Italy,2021,0
Overstay,Between border crossing points - at sea,Italy,2022,0
Overstay,Between border crossing points - at sea,Italy,2023,0
Overstay,Between border crossing points - at sea,Liechtenstein,2021,0
Overstay,Between border crossing points - at sea,Liechtenstein,2022,0
Overstay,Between border crossing points - at sea,Liechtenstein,2023,0
Overstay,Between border crossing points - at sea,Lithuania,2021,0
Overstay,Between border crossing points - at sea,Lithuania,2022,0
Overstay,Between border crossing points - at sea,Lithuania,2023,0
Overstay,Between border crossing points - at sea,Luxembourg,2021,0
Overstay,Between border crossing points - at sea,Luxembourg,2022,0
Overstay,Between border crossing points - at sea,Luxembourg,2023,0
Overstay,Between border crossing points - at sea,Latvia,2021,0
Overstay,Between border crossing points - at sea,Latvia,2022,0
Overstay,Between border crossing points - at sea,Latvia,2023,0
Overstay,Between border crossing points - at sea,Montenegro,2021,0
Overstay,Between border crossing points - at sea,Montenegro,2022,0
Overstay,Between border crossing points - at sea,Montenegro,2023,0
Overstay,Between border crossing points - at sea,Malta,2021,0
Overstay,Between border crossing points - at sea,Malta,2022,0
Overstay,Between border crossing points - at sea,Malta,2023,0
Overstay,Between border crossing points - at sea,Netherlands,2021,0
Overstay,Between border crossing points - at sea,Netherlands,2022,0
Overstay,Between border crossing points - at sea,Netherlands,2023,0
Overstay,Between border crossing points - at sea,Norway,2021,0
Overstay,Between border crossing points - at sea,Norway,2022,0
Overstay,Between border crossing points - at sea,Poland,2021,0
Overstay,Between border crossing points - at sea,Poland,2022,0
Overstay,Between border crossing points - at sea,Poland,2023,0
Overstay,Between border crossing points - at sea,Portugal,2021,0
Overstay,Between border crossing points - at sea,Portugal,2022,0
Overstay,Between border crossing points - at sea,Portugal,2023,0
Overstay,Between border crossing points - at sea,Romania,2021,0
Overstay,Between border crossing points - at sea,Romania,2022,0
Overstay,Between border crossing points - at sea,Romania,2023,0
Overstay,Between border crossing points - at sea,Sweden,2021,0
Overstay,Between border crossing points - at sea,Sweden,2022,0
Overstay,Between border crossing points - at sea,Sweden,2023,0
Overstay,Between border crossing points - at sea,Slovenia,2021,0
Overstay,Between border crossing points - at sea,Slovenia,2022,0
Overstay,Between border crossing points - at sea,Slovenia,2023,0
Overstay,Between border crossing points - at sea,Slovakia,2021,0
Overstay,Between border crossing points - at sea,Slovakia,2022,0
Overstay,Between border crossing points - at sea,Slovakia,2023,0
Overstay,"At the border crossing point – at sea, land, air",Austria,2021,0
Overstay,"At the border crossing point – at sea, land, air",Austria,2022,0
Overstay,"At the border crossing point – at sea, land, air",Belgium,2021,0
Overstay,"At the border crossing point – at sea, land, air",Belgium,2022,0
Overstay,"At the border crossing point – at sea, land, air",Belgium,2023,0
Overstay,"At the border crossing point – at sea, land, air",Bulgaria,2021,0
Overstay,"At the border crossing point – at sea, land, air",Bulgaria,2022,620
Overstay,"At the border crossing point – at sea, land, air",Bulgaria,2023,585
Overstay,"At the border crossing point – at sea, land, air",Switzerland,2020,0
Overstay,"At the border crossing point – at sea, land, air",Switzerland,2021,0
Overstay,"At the border crossing point – at sea, land, air",Switzerland,2022,0
Overstay,"At the border crossing point – at sea, land, air",Switzerland,2023,0
Overstay,"At the border crossing point – at sea, land, air",Cyprus,2021,0
Overstay,"At the border crossing point – at sea, land, air",Cyprus,2022,0
Overstay,"At the border crossing point – at sea, land, air",Cyprus,2023,1075
Overstay,"At the border crossing point – at sea, land, air",Czechia,2021,0
Overstay,"At the border crossing point – at sea, land, air",Czechia,2022,0
Overstay,"At the border crossing point – at sea, land, air",Czechia,2023,10
Overstay,"At the border crossing point – at sea, land, air",Germany,2021,0
Overstay,"At the border crossing point – at sea, land, air",Germany,2022,0
Overstay,"At the border crossing point – at sea, land, air",Germany,2023,0
Overstay,"At the border crossing point – at sea, land, air",Denmark,2021,60
Overstay,"At the border crossing point – at sea, land, air",Denmark,2022,160
Overstay,"At the border crossing point – at sea, land, air",Denmark,2023,680
Overstay,"At the border crossing point – at sea, land, air",Estonia,2021,70
Overstay,"At the border crossing point – at sea, land, air",Estonia,2022,280
Overstay,"At the border crossing point – at sea, land, air",Estonia,2023,220
Overstay,"At the border crossing point – at sea, land, air",Greece,2021,0
Overstay,"At the border crossing point – at sea, land, air",Greece,2022,40
Overstay,"At the border crossing point – at sea, land, air",Greece,2023,0
Overstay,"At the border crossing point – at sea, land, air",Spain,2021,0
Overstay,"At the border crossing point – at sea, land, air",Spain,2022,0
Overstay,"At the border crossing point – at sea, land, air",Spain,2023,0
Overstay,"At the border crossing point – at sea, land, air",Finland,2021,65
Overstay,"At the border crossing point – at sea, land, air",Finland,2022,375
Overstay,"At the border crossing point – at sea, land, air",Finland,2023,415
Overstay,"At the border crossing point – at sea, land, air",France,2021,1790
Overstay,"At the border crossing point – at sea, land, air",France,2022,2780
Overstay,"At the border crossing point – at sea, land, air",France,2023,4230
Overstay,"At the border crossing point – at sea, land, air",Croatia,2021,90
Overstay,"At the border crossing point – at sea, land, air",Croatia,2022,140
Overstay,"At the border crossing point – at sea, land, air",Croatia,2023,250
Overstay,"At the border crossing point – at sea, land, air",Hungary,2021,54965
Overstay,"At the border crossing point – at sea, land, air",Hungary,2022,60105
Overstay,"At the border crossing point – at sea, land, air",Hungary,2023,54865
Overstay,"At the border crossing point – at sea, land, air",Ireland,2019,0
Overstay,"At the border crossing point – at sea, land, air",Ireland,2020,0
Overstay,"At the border crossing point – at sea, land, air",Ireland,2021,0
Overstay,"At the border crossing point – at sea, land, air",Ireland,2022,0
Overstay,"At the border crossing point – at sea, land, air",Ireland,2023,0
Overstay,"At the border crossing point – at sea, land, air",Iceland,2021,0
Overstay,"At the border crossing point – at sea, land, air",Italy,2021,5
Overstay,"At the border crossing point – at sea, land, air",Italy,2022,1215
Overstay,"At the border crossing point – at sea, land, air",Italy,2023,1830
Overstay,"At the border crossing point – at sea, land, air",Liechtenstein,2021,0
Overstay,"At the border crossing point – at sea, land, air",Liechtenstein,2022,0
Overstay,"At the border crossing point – at sea, land, air",Liechtenstein,2023,0
Overstay,"At the border crossing point – at sea, land, air",Lithuania,2021,0
Overstay,"At the border crossing point – at sea, land, air",Lithuania,2022,0
Overstay,"At the border crossing point – at sea, land, air",Lithuania,2023,0
Overstay,"At the border crossing point – at sea, land, air",Luxembourg,2021,0
Overstay,"At the border crossing point – at sea, land, air",Luxembourg,2022,5
Overstay,"At the border crossing point – at sea, land, air",Luxembourg,2023,0
Overstay,"At the border crossing point – at sea, land, air",Latvia,2021,0
Overstay,"At the border crossing point – at sea, land, air",Latvia,2022,13255
Overstay,"At the border crossing point – at sea, land, air",Latvia,2023,7485
Overstay,"At the border crossing point – at sea, land, air",Montenegro,2021,40
Overstay,"At the border crossing point – at sea, land, air",Montenegro,2022,60
Overstay,"At the border crossing point – at sea, land, air",Montenegro,2023,170
Overstay,"At the border crossing point – at sea, land, air",Malta,2021,280
Overstay,"At the border crossing point – at sea, land, air",Malta,2022,335
Overstay,"At the border crossing point – at sea, land, air",Malta,2023,330
Overstay,"At the border crossing point – at sea, land, air",Netherlands,2021,0
Overstay,"At the border crossing point – at sea, land, air",Netherlands,2022,0
Overstay,"At the border crossing point – at sea, land, air",Netherlands,2023,0
Overstay,"At the border crossing point – at sea, land, air",Norway,2021,0
Overstay,"At the border crossing point – at sea, land, air",Norway,2022,0
Overstay,"At the border crossing point – at sea, land, air",Poland,2021,1265
Overstay,"At the border crossing point – at sea, land, air",Poland,2022,1160
Overstay,"At the border crossing point – at sea, land, air",Poland,2023,2485
Overstay,"At the border crossing point – at sea, land, air",Portugal,2021,0
Overstay,"At the border crossing point – at sea, land, air",Portugal,2022,0
Overstay,"At the border crossing point – at sea, land, air",Portugal,2023,0
Overstay,"At the border crossing point – at sea, land, air",Romania,2021,0
Overstay,"At the border crossing point – at sea, land, air",Romania,2022,1480
Overstay,"At the border crossing point – at sea, land, air",Romania,2023,1710
Overstay,"At the border crossing point – at sea, land, air",Sweden,2021,0
Overstay,"At the border crossing point – at sea, land, air",Sweden,2022,405
Overstay,"At the border crossing point – at sea, land, air",Sweden,2023,770
Overstay,"At the border crossing point – at sea, land, air",Slovenia,2021,1815
Overstay,"At the border crossing point – at sea, land, air",Slovenia,2022,2705
Overstay,"At the border crossing point – at sea, land, air",Slovenia,2023,0
Overstay,"At the border crossing point – at sea, land, air",Slovakia,2021,10
Overstay,"At the border crossing point – at sea, land, air",Slovakia,2022,5
Overstay,"At the border crossing point – at sea, land, air",Slovakia,2023,5
Overstay,In the external border area,Austria,2021,0
Overstay,In the external border area,Austria,2022,0
Overstay,In the external border area,Belgium,2021,0
Overstay,In the external border area,Belgium,2022,0
Overstay,In the external border area,Belgium,2023,0
Overstay,In the external border area,Bulgaria,2021,0
Overstay,In the external border area,Bulgaria,2022,620
Overstay,In the external border area,Bulgaria,2023,585
Overstay,In the external border area,Switzerland,2020,0
Overstay,In the external border area,Switzerland,2021,0
Overstay,In the external border area,Switzerland,2022,0
Overstay,In the external border area,Switzerland,2023,0
Overstay,In the external border area,Cyprus,2021,0
Overstay,In the external border area,Cyprus,2022,0
Overstay,In the external border area,Cyprus,2023,1100
Overstay,In the external border area,Czechia,2021,0
Overstay,In the external border area,Czechia,2022,0
Overstay,In the external border area,Czechia,2023,10
Overstay,In the external border area,Germany,2021,0
Overstay,In the external border area,Germany,2022,0
Overstay,In the external border area,Germany,2023,0
Overstay,In the external border area,Denmark,2021,60
Overstay,In the external border area,Denmark,2022,165
Overstay,In the external border area,Denmark,2023,685
Overstay,In the external border area,Estonia,2021,70
Overstay,In the external border area,Estonia,2022,280
Overstay,In the external border area,Estonia,2023,220
Overstay,In the external border area,Greece,2021,0
Overstay,In the external border area,Greece,2022,40
Overstay,In the external border area,Greece,2023,0
Overstay,In the external border area,Spain,2021,0
Overstay,In the external border area,Spain,2022,0
Overstay,In the external border area,Spain,2023,0
Overstay,In the external border area,Finland,2021,65
Overstay,In the external border area,Finland,2022,375
Overstay,In the external border area,Finland,2023,415
Overstay,In the external border area,France,2021,1790
Overstay,In the external border area,France,2022,2780
Overstay,In the external border area,France,2023,4230
Overstay,In the external border area,Croatia,2021,100
Overstay,In the external border area,Croatia,2022,155
Overstay,In the external border area,Croatia,2023,265
Overstay,In the external border area,Hungary,2021,54985
Overstay,In the external border area,Hungary,2022,60120
Overstay,In the external border area,Hungary,2023,54885
Overstay,In the external border area,Ireland,2019,0
Overstay,In the external border area,Ireland,2020,0
Overstay,In the external border area,Ireland,2021,0
Overstay,In the external border area,Ireland,2022,0
Overstay,In the external border area,Ireland,2023,0
Overstay,In the external border area,Iceland,2021,0
Overstay,In the external border area,Italy,2021,5
Overstay,In the external border area,Italy,2022,1215
Overstay,In the external border area,Italy,2023,1830
Overstay,In the external border area,Liechtenstein,2021,0
Overstay,In the external border area,Liechtenstein,2022,0
Overstay,In the external border area,Liechtenstein,2023,0
Overstay,In the external border area,Lithuania,2021,0
Overstay,In the external border area,Lithuania,2022,0
Overstay,In the external border area,Lithuania,2023,0
Overstay,In the external border area,Luxembourg,2021,0
Overstay,In the external border area,Luxembourg,2022,5
Overstay,In the external border area,Luxembourg,2023,0
Overstay,In the external border area,Latvia,2021,0
Overstay,In the external border area,Latvia,2022,13255
Overstay,In the external border area,Latvia,2023,14050
Overstay,In the external border area,Montenegro,2021,45
Overstay,In the external border area,Montenegro,2022,130
Overstay,In the external border area,Montenegro,2023,175
Overstay,In the external border area,Malta,2021,280
Overstay,In the external border area,Malta,2022,335
Overstay,In the external border area,Malta,2023,330
Overstay,In the external border area,Netherlands,2021,0
Overstay,In the external border area,Netherlands,2022,0
Overstay,In the external border area,Netherlands,2023,0
Overstay,In the external border area,Norway,2021,0
Overstay,In the external border area,Norway,2022,0
Overstay,In the external border area,Poland,2021,1265
Overstay,In the external border area,Poland,2022,1160
Overstay,In the external border area,Poland,2023,2485
Overstay,In the external border area,Portugal,2021,0
Overstay,In the external border area,Portugal,2022,0
Overstay,In the external border area,Portugal,2023,0
Overstay,In the external border area,Romania,2021,0
Overstay,In the external border area,Romania,2022,1480
Overstay,In the external border area,Romania,2023,1715
Overstay,In the external border area,Sweden,2021,0
Overstay,In the external border area,Sweden,2022,405
Overstay,In the external border area,Sweden,2023,770
Overstay,In the external border area,Slovenia,2021,1815
Overstay,In the external border area,Slovenia,2022,2705
Overstay,In the external border area,Slovenia,2023,0
Overstay,In the external border area,Slovakia,2021,10
Overstay,In the external border area,Slovakia,2022,5
Overstay,In the external border area,Slovakia,2023,5
Overstay,In the inland area,Austria,2021,0
Overstay,In the inland area,Austria,2022,0
Overstay,In the inland area,Belgium,2021,0
Overstay,In the inland area,Belgium,2022,25
Overstay,In the inland area,Belgium,2023,25
Overstay,In the inland area,Bulgaria,2021,270
Overstay,In the inland area,Bulgaria,2022,195
Overstay,In the inland area,Bulgaria,2023,245
Overstay,In the inland area,Switzerland,2020,4690
Overstay,In the inland area,Switzerland,2021,5305
Overstay,In the inland area,Switzerland,2022,6925
Overstay,In the inland area,Switzerland,2023,10725
Overstay,In the inland area,Cyprus,2021,0
Overstay,In the inland area,Cyprus,2022,0
Overstay,In the inland area,Cyprus,2023,1440
Overstay,In the inland area,Czechia,2021,2020
Overstay,In the inland area,Czechia,2022,3295
Overstay,In the inland area,Czechia,2023,5525
Overstay,In the inland area,Germany,2021,0
Overstay,In the inland area,Germany,2022,0
Overstay,In the inland area,Germany,2023,0
Overstay,In the inland area,Denmark,2021,250
Overstay,In the inland area,Denmark,2022,160
Overstay,In the inland area,Denmark,2023,215
Overstay,In the inland area,Estonia,2021,655
Overstay,In the inland area,Estonia,2022,515
Overstay,In the inland area,Estonia,2023,430
Overstay,In the inland area,Greece,2021,740
Overstay,In the inland area,Greece,2022,640
Overstay,In the inland area,Greece,2023,225
Overstay,In the inland area,Spain,2021,30615
Overstay,In the inland area,Spain,2022,68100
Overstay,In the inland area,Spain,2023,90860
Overstay,In the inland area,Finland,2021,290
Overstay,In the inland area,Finland,2022,240
Overstay,In the inland area,Finland,2023,340
Overstay,In the inland area,France,2021,5
Overstay,In the inland area,France,2022,15
Overstay,In the inland area,France,2023,125
Overstay,In the inland area,Croatia,2021,360
Overstay,In the inland area,Croatia,2022,470
Overstay,In the inland area,Croatia,2023,920
Overstay,In the inland area,Hungary,2021,175
Overstay,In the inland area,Hungary,2022,25
Overstay,In the inland area,Hungary,2023,45
Overstay,In the inland area,Ireland,2019,0
Overstay,In the inland area,Ireland,2020,0
Overstay,In the inland area,Ireland,2021,480
Overstay,In the inland area,Ireland,2022,1170
Overstay,In the inland area,Ireland,2023,1310
Overstay,In the inland area,Iceland,2021,130
Overstay,In the inland area,Italy,2021,0
Overstay,In the inland area,Italy,2022,0
Overstay,In the inland area,Italy,2023,0
Overstay,In the inland area,Liechtenstein,2021,5
Overstay,In the inland area,Liechtenstein,2022,10
Overstay,In the inland area,Liechtenstein,2023,0
Overstay,In the inland area,Lithuania,2021,0
Overstay,In the inland area,Lithuania,2022,0
Overstay,In the inland area,Lithuania,2023,0
Overstay,In the inland area,Luxembourg,2021,0
Overstay,In the inland area,Luxembourg,2022,0
Overstay,In the inland area,Luxembourg,2023,60
Overstay,In the inland area,Latvia,2021,40
Overstay,In the inland area,Latvia,2022,25
Overstay,In the inland area,Latvia,2023,0
Overstay,In the inland area,Montenegro,2021,1000
Overstay,In the inland area,Montenegro,2022,570
Overstay,In the inland area,Montenegro,2023,595
Overstay,In the inland area,Malta,2021,415
Overstay,In the inland area,Malta,2022,40
Overstay,In the inland area,Malta,2023,195
Overstay,In the inland area,Netherlands,2021,0
Overstay,In the inland area,Netherlands,2022,0
Overstay,In the inland area,Netherlands,2023,0
Overstay,In the inland area,Norway,2021,0
Overstay,In the inland area,Norway,2022,85
Overstay,In the inland area,Norway,2023,70
Overstay,In the inland area,Poland,2021,685
Overstay,In the inland area,Poland,2022,685
Overstay,In the inland area,Poland,2023,1315
Overstay,In the inland area,Portugal,2021,1765
Overstay,In the inland area,Portugal,2022,2120
Overstay,In the inland area,Portugal,2023,1590
Overstay,In the inland area,Romania,2021,760
Overstay,In the inland area,Romania,2022,2785
Overstay,In the inland area,Romania,2023,2165
Overstay,In the inland area,Sweden,2021,2350
Overstay,In the inland area,Sweden,2022,0
Overstay,In the inland area,Sweden,2023,0
Overstay,In the inland area,Slovenia,2021,955
Overstay,In the inland area,Slovenia,2022,1340
Overstay,In the inland area,Slovenia,2023,1650
Overstay,In the inland area,Slovakia,2021,255
Overstay,In the inland area,Slovakia,2022,205
Overstay,In the inland area,Slovakia,2023,270
Overstay,Total,Austria,2021,0
Overstay,Total,Austria,2022,0
Overstay,Total,Belgium,2021,0
Overstay,Total,Belgium,2022,30
Overstay,Total,Belgium,2023,25
Overstay,Total,Bulgaria,2021,270
Overstay,Total,Bulgaria,2022,815
Overstay,Total,Bulgaria,2023,830
Overstay,Total,Switzerland,2020,4690
Overstay,Total,Switzerland,2021,5305
Overstay,Total,Switzerland,2022,6925
Overstay,Total,Switzerland,2023,10725
Overstay,Total,Cyprus,2021,0
Overstay,Total,Cyprus,2022,0
Overstay,Total,Cyprus,2023,2540
Overstay,Total,Czechia,2021,2020
Overstay,Total,Czechia,2022,3295
Overstay,Total,Czechia,2023,5535
Overstay,Total,Germany,2021,0
Overstay,Total,Germany,2022,0
Overstay,Total,Germany,2023,0
Overstay,Total,Denmark,2021,305
Overstay,Total,Denmark,2022,325
Overstay,Total,Denmark,2023,905
Overstay,Total,Estonia,2021,720
Overstay,Total,Estonia,2022,790
Overstay,Total,Estonia,2023,650
Overstay,Total,Greece,2021,740
Overstay,Total,Greece,2022,680
Overstay,Total,Greece,2023,225
Overstay,Total,Spain,2021,30615
Overstay,Total,Spain,2022,68100
Overstay,Total,Spain,2023,90860
Overstay,Total,Finland,2021,355
Overstay,Total,Finland,2022,620
Overstay,Total,Finland,2023,755
Overstay,Total,France,2021,1790
Overstay,Total,France,2022,2795
Overstay,Total,France,2023,4355
Overstay,Total,Croatia,2021,460
Overstay,Total,Croatia,2022,625
Overstay,Total,Croatia,2023,1185
Overstay,Total,Hungary,2021,55160
Overstay,Total,Hungary,2022,60145
